name,name_en,service_type,lat,lng,country_code
Le Carnel,Le Carnel,restaurant,45.7315107,4.8596226,FR
Victorio,Victorio,hairdresser,45.7318999,4.8593571,FR
Campaillette,Campaillette,bakery,45.7319703,4.8593175,FR
Eclair Kebab,Eclair Kebab,restaurant,45.7320869,4.8592433,FR
PIZZ'AMORE,PIZZ'AMORE,restaurant,45.7324154,4.8656128,FR
Alimentation des Balmes,Alimentation des Balmes,convenience,45.7257255,4.887765,FR
Pharmacie Voltaire,Pharmacie Voltaire,vacant,45.756956,4.8493329,FR
Eco Laverie,Eco Laverie,laundry,45.7486224,4.8820864,FR
Laverie,Laverie,laundry,45.7433541,4.8771309,FR
Centre commercial La Perralière,Centre commercial La Perralière,mall,45.7641535,4.8903613,FR
Carrefour Market Grand Clément,Carrefour Market Grand Clément,supermarket,45.7592637,4.8879916,FR
La Maison,La Maison,restaurant,45.731344,4.8229676,FR
Le Pailleron,Le Pailleron,restaurant,45.7795345,4.8333238,FR
Le Bistrot d'Odette,Le Bistrot d'Odette,cafe,45.7595795,4.846013,FR
Bricorama Lyon 8,Bricorama Lyon 8,doityourself,45.7414938,4.8601477,FR
Asie Exotic,Asie Exotic,convenience,45.7503553,4.8650677,FR
Le Chalet Fleury,Le Chalet Fleury,restaurant,45.7382823,4.8780364,FR
Café du Lac,Café du Lac,cafe,45.7780918,4.851613,FR
L'Équilibriste,L'Équilibriste,restaurant,45.7492476,4.8773375,FR
Au fournil de Montchat,Au fournil de Montchat,bakery,45.7479004,4.8806847,FR
Maison Hénon,Maison Hénon,bakery,45.7345985,4.835767,FR
Aux Bouquets d'Amandine,Aux Bouquets d'Amandine,florist,45.7298724,4.8287524,FR
Le Vallier,Le Vallier,cafe,45.7328914,4.8299284,FR
La Boulangerie Rouge,La Boulangerie Rouge,bakery,45.7594379,4.8425928,FR
Boulangerie de la Liberté,Boulangerie de la Liberté,bakery,45.7594508,4.842192,FR
Pétrin et Partage,Pétrin et Partage,bakery,45.7598056,4.8478969,FR
Maison Pozzoli Presqu’île,Maison Pozzoli Presqu’île,bakery,45.7620689,4.834741,FR
Augustin,Augustin,bakery,45.7596072,4.8491831,FR
Action,Action,variety_store,45.729689,4.8287642,FR
Smeg,Smeg,kitchen,45.7596925,4.8425487,FR
Le Fournil de l'Opéra,Le Fournil de l'Opéra,bakery,45.7684751,4.8362267,FR
Grand Café des Négociants,Grand Café des Négociants,restaurant,45.7632864,4.8345326,FR
Newtree,Newtree,cafe,45.759683,4.8475437,FR
Panozzeria L'affreux Jojo,Panozzeria L'affreux Jojo,restaurant,45.7596456,4.8470318,FR
Brasserie de la Bourse du Travail,Brasserie de la Bourse du Travail,cafe,45.7599718,4.8481783,FR
Chez Eux,Chez Eux,restaurant,45.7600797,4.8476103,FR
O' Jap Sushi,O' Jap Sushi,restaurant,45.7598672,4.8476484,FR
Camille Albane Lyon Guichard,Camille Albane Lyon Guichard,hairdresser,45.759693,4.8476819,FR
Brasserie de la Mairie,Brasserie de la Mairie,restaurant,45.7597819,4.8489151,FR
La Squadra,La Squadra,restaurant,45.7597478,4.8485228,FR
Maison Fontaine,Maison Fontaine,cafe,45.7600804,4.848239,FR
Laverie Speed Queen Lyon 3,Laverie Speed Queen Lyon 3,laundry,45.7590903,4.8492856,FR
L'Atelier Vintage,L'Atelier Vintage,hairdresser,45.7594429,4.8441998,FR
Boucherie Méditerranée,Boucherie Méditerranée,butcher,45.757916,4.8430274,FR
Chez Chacha,Chez Chacha,cafe,45.7581678,4.8464214,FR
Le Liberté,Le Liberté,cafe,45.7593716,4.843281,FR
Le bouchon des artistes,Le bouchon des artistes,restaurant,45.7588755,4.8486574,FR
Frisettes,Frisettes,restaurant,45.7588746,4.8485064,FR
Kalia Café,Kalia Café,cafe,45.7588641,4.8483635,FR
Le Moderne,Le Moderne,cafe,45.7614542,4.8451574,FR
Le P'tit Lucien,Le P'tit Lucien,restaurant,45.7592799,4.8445563,FR
Arsenic,Arsenic,restaurant,45.7591401,4.8445918,FR
Color Nadine,Color Nadine,hairdresser,45.7598958,4.8429101,FR
Tokyo,Tokyo,restaurant,45.7599243,4.8433966,FR
Le Café du Rhône,Le Café du Rhône,cafe,45.7580956,4.8409849,FR
Chez François,Chez François,butcher,45.7575018,4.8409316,FR
Milpau,Milpau,clothes,45.7583034,4.8410213,FR
